"STATION","NAME","DATE","AWND","PGTM","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5"
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-16",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-17",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-18",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-19",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-20",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-21",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-22",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-23",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-24",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-25",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-26",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-27",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-28",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-29",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-04-30",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-05-02",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-05-03",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-05-04",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-05-05",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-05-06",,,,,,,,,,
"US1NJUN0028","SPRINGFIELD TWP 0.7 NNE, NJ US","2024-05-07",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-01",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-02",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-03",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-04",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-05",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-06",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-07",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-08",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-09",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-10",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-11",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-12",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-13",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-14",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-15",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-16",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-17",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-18",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-19",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-20",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-21",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-22",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-23",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-24",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-25",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-26",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-27",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-28",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-29",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-30",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-01-31",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-01",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-02",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-03",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-04",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-05",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-06",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-07",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-08",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-09",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-10",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-11",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-12",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-13",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-15",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-16",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-18",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-19",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-20",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-21",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-22",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-23",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-24",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-25",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-26",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-27",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-28",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-02-29",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-01",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-02",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-03",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-04",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-05",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-06",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-07",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-08",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-09",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-10",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-11",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-12",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-13",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-14",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-15",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-16",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-17",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-18",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-19",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-20",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-21",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-22",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-23",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-24",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-25",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-26",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-27",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-28",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-29",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-30",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-03-31",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-01",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-02",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-03",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-04",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-05",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-06",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-07",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-08",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-09",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-10",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-11",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-12",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-13",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-14",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-15",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-16",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-17",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-18",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-19",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-20",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-21",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-22",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-23",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-24",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-25",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-26",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-27",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-28",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-29",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-04-30",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-05-01",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-05-02",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-05-03",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-05-04",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-05-05",,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","2024-05-06",,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-01","7.38",,"43","50","36",,"  340","  320","16.1","21.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-02","8.50",,"38","45","30",,"  330","  320","15.0","19.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-03","8.05",,"38","47","31",,"  290","  300","16.1","19.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-04","11.63",,"41","48","29",,"  320","  310","25.9","36.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-05","9.84",,"32","40","26",,"  330","  290","18.1","25.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-06","8.50",,"32","39","25",,"   40","   40","21.9","29.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-07","12.53",,"37","41","35",,"   30","   20","21.9","27.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-08","10.51",,"40","48","35",,"  320","  310","23.9","32.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-09","11.86",,"39","58","31",,"  110","  150","32.0","44.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-10","19.69",,"52","59","44",,"  240","  240","36.0","45.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-11","12.08",,"45","48","41",,"  260","  250","21.9","30.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-12","8.50",,"44","50","34",,"   90","  100","23.0","36.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-13","19.69",,"51","61","36",,"  270","  290","38.0","49.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-14","17.67",,"37","45","27",,"  260","  270","40.0","50.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-15","7.38",,"27","30","24",,"  240","  270","15.0","19.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-16","10.74",,"28","32","22",,"  320","  320","25.1","33.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-17","10.29",,"22","26","17",,"  290","  300","16.1","21.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-18","6.71",,"25","34","17",,"  230","  280","13.0","23.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-19","10.51",,"31","33","27",,"  310","  310","21.9","29.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-20","11.63",,"24","27","18",,"  310","  290","21.0","27.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-21","11.86",,"25","33","21",,"  310","  300","25.9","32.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-22","8.95",,"29","39","20",,"  240","  250","19.9","25.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-23","6.93",,"36","41","32",,"  230","  230","17.0","23.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-24","2.46",,"42","46","39",,"  100","  110","8.1","11.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-25","4.92",,"50","59","45",,"  100","  100","13.0","17.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-26","5.82",,"47","49","42",,"  360","   90","16.1","19.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-27","6.49",,"46","48","42",,"   20","  320","13.0","16.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-28","12.53",,"42","44","38",,"   40","   40","23.0","31.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-29","13.42",,"39","42","37",,"  330","  330","23.9","35.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-30","6.49",,"37","39","35",,"   10","   40","15.0","19.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-01-31","4.70",,"38","41","35",,"  150","  150","8.9","13.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-01","5.82",,"40","47","32",,"  270","  260","15.0","19.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-02","9.62",,"44","46","39",,"  360","  360","21.0","25.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-03","11.18",,"40","47","33",,"  350","  360","21.0","25.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-04","7.61",,"38","50","29",,"   10","  360","13.0","18.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-05","12.75",,"38","48","30",,"   10","  360","23.0","28.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-06","10.29",,"35","45","27",,"   10","   10","21.9","25.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-07","5.82",,"38","50","29",,"  360","  360","14.1","17.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-08","3.36",,"43","54","32",,"   80","   80","10.1","13.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-09","4.47",,"46","56","41",,"  110","  110","12.1","17.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-10","5.82",,"49","60","42",,"  220","  230","14.1","17.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-11","9.40",,"49","52","44",,"  330","  320","18.1","23.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-12","6.26",,"44","49","36",,"   40","   30","13.0","15.0"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-13","13.65",,"38","42","33",,"   10","   10","25.1","29.1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-14","17.67",,"35","39","30",,"  300","  300","33.1","40.9"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2024-02-15","8.50",,"33","39","27",,"  310","  310","21.0","30.0"
